Best Fitness (0),Diversity,numSimulations,Max. diversity,Min. diversity,Deviation,number of Elite,number of Mutation,number of XOver,number of Renew,number of Random,effectivity of Elite,effectivity of Mutation,effectivity of XOver,effectivity of Renew,effectivity of Random
0.9803,526.0107,50.0000,583.6303,454.8328,18.0692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.9803,506.0603,37.0000,605.6625,46.3512,98.2469,8.0000,20.0000,15.0000,2.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.0335,488.0736,37.0000,600.0418,61.5626,120.4530,8.0000,20.0000,15.0000,2.0000,5.0000,0.2500,0.2500,0.0000,0.0000,0.0000
1.0335,451.0460,37.0000,614.4957,50.7333,141.7696,8.0000,20.0000,15.0000,2.0000,5.0000,0.0000,0.3000,0.1333,0.0000,0.0000
1.0335,432.2686,37.0000,639.1714,53.2081,142.1417,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0449,432.6441,37.0000,665.5801,50.2270,140.8513,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0449,404.8744,37.0000,640.3785,28.0674,152.1648,8.0000,20.0000,15.0000,2.0000,5.0000,0.8750,0.0500,0.0000,0.0000,0.0000
1.0631,402.8919,37.0000,617.7526,61.3946,142.0209,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0631,405.0472,37.0000,633.1006,57.3664,125.2332,8.0000,20.0000,15.0000,2.0000,5.0000,0.6250,0.0000,0.2000,0.0000,0.0000
1.0631,395.6576,37.0000,604.2193,23.5984,129.6077,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0631,373.1459,37.0000,621.8432,25.6204,123.9392,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0631,397.6639,37.0000,627.4914,24.5547,131.5676,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0631,368.9062,37.0000,622.5391,26.8561,121.2284,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0631,377.5561,37.0000,629.8535,55.5360,137.4889,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0631,359.6669,37.0000,631.7472,58.7247,135.2980,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,370.1496,37.0000,617.7187,47.7688,128.8653,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,420.5867,37.0000,625.2980,25.9390,135.6333,8.0000,20.0000,15.0000,2.0000,5.0000,0.8750,0.0000,0.0000,0.0000,0.0000
1.0986,414.2422,37.0000,640.6768,49.9423,133.1521,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,399.8652,37.0000,628.6805,28.1920,133.6030,8.0000,20.0000,15.0000,2.0000,5.0000,0.5000,0.2000,0.0000,0.0000,0.0000
1.0986,417.7137,37.0000,620.7293,34.5159,128.8802,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,416.1955,37.0000,638.7398,23.4035,129.6977,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,420.3342,37.0000,652.9790,64.0303,122.4656,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,415.5747,37.0000,656.0260,51.4077,122.1493,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,413.5171,37.0000,654.2898,48.1062,129.6766,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,414.1903,37.0000,679.0853,49.7328,127.8896,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,408.3476,37.0000,654.6897,49.7328,125.9570,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,429.0697,37.0000,688.7045,56.5758,136.1568,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,406.6572,37.0000,673.0885,59.8969,126.4706,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,388.9815,37.0000,636.3582,48.1062,127.8307,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,387.0556,37.0000,659.3963,51.5291,124.8561,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,418.3774,37.0000,664.2767,33.5360,128.5509,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,400.9978,37.0000,632.8596,13.0437,135.0986,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,389.6540,37.0000,637.6361,24.2950,135.0948,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,376.1540,37.0000,610.7393,19.1899,129.8997,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,416.1944,37.0000,629.6165,48.1062,124.7979,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,402.1600,37.0000,618.1681,48.1062,117.7498,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,401.4426,37.0000,625.6774,60.8229,128.6327,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,379.6494,37.0000,630.6101,48.1062,129.3978,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,441.0801,37.0000,644.9370,48.1062,153.9370,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.0986,418.0578,37.0000,659.3956,48.1062,129.7164,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,418.3269,37.0000,640.0818,36.4413,133.2132,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,416.6382,37.0000,631.6285,56.4366,134.3010,8.0000,20.0000,15.0000,2.0000,5.0000,0.3750,0.2000,0.0667,0.0000,0.0000
1.1017,375.9691,37.0000,615.4532,28.6066,131.9470,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,382.4226,37.0000,620.5536,49.7328,141.1887,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,382.2995,37.0000,632.8243,28.3927,133.3535,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,344.0357,37.0000,625.9793,12.1866,125.6579,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,373.1809,37.0000,616.1918,26.8060,138.1320,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,350.8380,37.0000,609.7216,17.2902,127.0924,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,378.2958,37.0000,612.0120,25.5526,131.6245,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,373.2639,37.0000,603.4267,20.9933,125.2964,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,393.2261,37.0000,620.4656,48.1062,132.9318,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,395.8473,37.0000,634.7023,20.8257,136.0955,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,389.4845,37.0000,638.7732,39.7595,130.5374,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,384.7543,37.0000,629.6957,39.7595,124.7955,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,378.3090,37.0000,624.8620,30.4420,121.2276,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,397.8167,37.0000,611.9277,13.6798,123.3566,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,392.6283,37.0000,626.5143,40.1347,130.8299,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,347.8848,37.0000,649.6798,13.4190,134.4425,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,361.1996,37.0000,653.0533,13.4190,123.6954,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.1017,423.1414,37.0000,647.0889,49.3700,137.4815,8.0000,20.0000,15.0000,2.0000,5.0000,0.8750,0.0000,0.0000,0.0000,0.0000
1.2416,432.9967,37.0000,664.7247,49.3700,133.6108,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,448.9168,37.0000,662.6768,38.8620,134.1266,8.0000,20.0000,15.0000,2.0000,5.0000,0.2500,0.1000,0.2667,0.0000,0.0000
1.2416,440.9340,37.0000,659.0258,61.9199,132.0096,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,423.4674,37.0000,656.7840,30.5100,144.6146,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,422.7313,37.0000,650.4969,53.6342,147.8719,8.0000,20.0000,15.0000,2.0000,5.0000,0.7500,0.0000,0.1333,0.0000,0.0000
1.2416,366.4539,37.0000,657.4708,36.9762,136.0277,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,327.7978,37.0000,601.3710,14.7756,123.0008,8.0000,20.0000,15.0000,2.0000,5.0000,0.7500,0.1000,0.0000,0.0000,0.0000
1.2416,335.1008,37.0000,608.5932,58.9308,112.7162,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,322.9855,37.0000,595.4213,12.1938,112.6687,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,334.5816,37.0000,613.8537,12.1938,115.6318,8.0000,20.0000,15.0000,2.0000,5.0000,0.7500,0.1000,0.0000,0.0000,0.0000
1.2416,342.2955,37.0000,595.1578,24.5241,109.3501,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,331.5942,37.0000,623.4927,14.7651,112.9559,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,317.3674,37.0000,594.2317,12.1938,106.9501,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,320.5652,37.0000,627.9976,15.2292,105.7798,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,303.4190,37.0000,590.0082,18.0083,107.7889,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,307.6708,37.0000,609.0699,18.1863,109.8925,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,322.9348,37.0000,621.6088,19.4561,114.5820,8.0000,20.0000,15.0000,2.0000,5.0000,0.7500,0.1000,0.0000,0.0000,0.0000
1.2416,311.6871,37.0000,626.7274,16.4796,116.9703,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,320.5006,37.0000,608.7844,20.2086,110.3453,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,318.9190,37.0000,610.0833,16.7389,113.7738,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,324.5811,37.0000,614.1779,17.6794,120.8847,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,327.6171,37.0000,631.9743,15.5764,114.8975,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,328.9420,37.0000,612.4103,10.7387,118.4433,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,331.4254,37.0000,616.8539,16.5356,122.1315,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,311.9783,37.0000,615.3471,21.3876,122.1454,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,314.4417,37.0000,599.7109,19.9377,121.2494,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,318.3401,37.0000,607.2220,15.5764,119.2044,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,316.0233,37.0000,604.7542,17.5263,114.6200,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,329.8489,37.0000,618.8171,16.6615,119.9232,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,332.2729,37.0000,633.9022,14.3260,115.5532,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,327.8481,37.0000,618.1078,12.1806,119.7667,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
1.2416,311.3874,37.0000,605.2746,12.1806,116.4698,8.0000,20.0000,15.0000,2.0000,5.0000,1.0000,0.0000,0.0000,0.0000,0.0000
